addr:street	addr:housenumber	addr:postcode
Zachodnia	72	32-010
Pruska	3	32-010
Zachodnia	24	32-010
Cyprysowa	19	32-010
Zachodnia	39	32-010
Pruska	5	32-010
Niepodległości	15	32-010
Zacisze	17	32-010
Kocmyrzowska	79	32-010
Jaśminowa	15	32-010
Uniwersytecka	6/1	32-010
Elektryków	1	32-010
Cyprysowa	2	32-010
Cyprysowa	25	32-010
Zachodnia	18	32-010
Zachodnia	64	32-010
Cyprysowa	14	32-010
Kocmyrzowska	162	32-010
Familijna	4	32-010
Zachodnia	35	32-010
Szewska	2	32-010
Kocmyrzowska	156	32-010
Niepodległości	17	32-010
Stary Gościniec	66	32-010
Stary Gościniec	82	32-010
Szewska	19	32-010
Jaśminowa	17	32-010
Uniwersytecka	10/1	32-010
Stary Gościniec	62	32-010
Cyprysowa	4	32-010
Kocmyrzowska	71	32-010
Sołtysówka	3	32-010
Kocmyrzowska	168	32-010
Miętowa	9	32-010
Zacisze	4	32-010
Jaśminowa	19	32-010
Brzozowa	6	32-010
Zachodnia	59	32-010
Stary Gościniec	80	32-010
Szewska	17	32-010
Niepodległości	6	32-010
Brzozowa	4	32-010
Uniwersytecka	12/1	32-010
Zachodnia	22	32-010
Cyprysowa	21	32-010
Kocmyrzowska	73	32-010
Kościelna	7/1	32-010
Zachodnia	14	32-010
Cyprysowa	28	32-010
Zachodnia	34	32-010
Szewska	6	32-010
Cyprysowa	23	32-010
Zachodnia	20	32-010
Zachodnia	66	32-010
Cyprysowa	7	32-010
Sołtysówka	1	32-010
Kocmyrzowska	158	32-010
Miętowa	3	32-010
Kocmyrzowska	152	32-010
Kocmyrzowska	154	32-010
Szewska	1	32-010
Szewska	15	32-010
Cyprysowa	15	32-010
Cyprysowa	3	32-010
Niepodległości	8	32-010
Zachodnia	9	32-010
Szewska	14	32-010
Zacisze	5	32-010
Jaśminowa	21	32-010
Zacisze	7	32-010
Cyprysowa	17	32-010
Szewska	11	32-010
Cyprysowa	31	32-010
Kocmyrzowska	166	32-010
Szewska	10	32-010
Jaśminowa	29	32-010
Cyprysowa	5	32-010
Kardynała Adama Sapiehy	56	32-010
Zachodnia	28	32-010
Zachodnia	15	32-010
Cyprysowa	8	32-010
Stary Gościniec	64	32-010
Jaśminowa	3	32-010
Jaśminowa	23	32-010
Niepodległości	9	32-010
Kocmyrzowska	107	32-010
Zachodnia	26	32-010
Zachodnia	60	32-010
Zacisze	13	32-010
Zachodnia	7	32-010
Cyprysowa	33	32-010
Zachodnia	16	32-010
Zachodnia	31	32-010
Zachodnia	10	32-010
Zachodnia	73	32-010
Zachodnia	63	32-010
Longinusa Podbipięty	63d	31-980
Longinusa Podbipięty	63g	31-980
Aleja Jana Pawła II	38	31-571
Cuplowa	7	31-588
Longinusa Podbipięty	63f	31-980
Odmętowa	98	31-979
Odmętowa	105	31-979
Longinusa Podbipięty	63e	31-980
Longinusa Podbipięty	63j	31-980
Odmętowa	99	31-979
Odmętowa	104	31-979
Cuplowa	5	31-588
Odmętowa	96	31-979
Józefa Piłsudskiego	62	34-600
Malachitowa	8	30-798
Biskupa Franciszka Hodura	1	30-416
Płaszowska	42	30-713
Rybitwy	69b	30-722
Stanisława Mitery	10a	30-505
Rozrywka	1	31-419
Senatorska	45	30-106
Niepokalanej Marii Panny	78c	31-980
Niepokalanej Marii Panny	78e	31-980
Niepokalanej Marii Panny	80b	31-980
Niepokalanej Marii Panny	80c	31-980
Jutrzyńska	1	31-979
Klasztorna	1	31-979
Michała Hutnika	1	31-979
Odmętowa	1	31-979
Ziarkowa	1	31-979
Jutrzyńska	10	31-979
Klasztorna	10	31-979
Zbyszka z Bogdańca	10	31-979
Odmętowa	11	31-979
Jutrzyńska	12	31-979
Klasztorna	12	31-979
Syrachowska	12	31-979
Wiklinowa	12	31-589
Wiklinowa	12B	31-589
Zbyszka z Bogdańca	12a	31-979
Klasztorna	12c	31-979
Zbyszka z Bogdańca	12c	31-979
Klasztorna	13	31-979
Odmętowa	13	31-979
Klasztorna	13A	31-979
Klasztorna	13B	31-979
Klasztorna	13C	31-979
Klasztorna	13D	31-979
Odmętowa	13a	31-979
Odmętowa	13b	31-979
Klasztorna	14	31-979
Odmętowa	14	31-979
Żaglowa	14	31-979
Odmętowa	14b	31-979
Klasztorna	15	31-979
Odmętowa	15	31-979
Żaglowa	15	31-979
Klasztorna	15a	31-979
Odmętowa	15a	31-979
Klasztorna	16	31-979
Odmętowa	16	31-979
Zbyszka z Bogdańca	16	31-979
Żaglowa	16	31-979
Żaglowa	16a	31-979
Klasztorna	17	31-979
Odmętowa	17	31-979
Żaglowa	17	31-979
Klasztorna	18	31-979
Zbyszka z Bogdańca	18	31-979
Klasztorna	19	31-979
Odmętowa	19	31-979
Żaglowa	19	31-979
Żaglowa	19a	31-979
Klasztorna	19b	31-979
Zakarnie	1a	31-979
Zakarnie	1b	31-979
Zakarnie	1c	31-979
Zakarnie	1d	31-979
Zakarnie	1e	31-979
Zakarnie	1f	31-979
Zakarnie	1g	31-979
Jutrzyńska	2	31-979
Syrachowska	2	31-979
Ziarkowa	2	31-979
Odmętowa	20	31-979
Zbyszka z Bogdańca	20	31-979
Odmętowa	20c	31-979
Odmętowa	20d	31-979
Odmętowa	20e	31-979
Klasztorna	21	31-979
Żaglowa	21	31-979
Klasztorna	22	31-979
Zbyszka z Bogdańca	22	31-979
Odmętowa	23	31-979
Żaglowa	23e	31-979
Żaglowa	23i	31-979
Żaglowa	23l	31-979
Żaglowa	23m	31-979
Klasztorna	24	31-979
Odmętowa	24	31-979
Stare Wiślisko	24	31-979
Klasztorna	24A	31-979
Klasztorna	24B	31-979
Zbyszka z Bogdańca	24a	31-979
Klasztorna	25	31-979
Żaglowa	25	31-979
Klasztorna	25a	31-979
Żaglowa	25a	31-979
Klasztorna	25d	31-979
Klasztorna	26	31-979
Zbyszka z Bogdańca	26	31-979
Klasztorna	27	31-979
Żaglowa	27	31-979
Klasztorna	27c	31-979
Klasztorna	27d	31-979
Zbyszka z Bogdańca	28	31-979
Klasztorna	29	31-979
Żaglowa	29	31-979
Żaglowa	29b	31-979
Jana Onufrego Zagłoby	2b	31-980
Jana Onufrego Zagłoby	2c	31-980
Jana Onufrego Zagłoby	2d	31-980
Jana Onufrego Zagłoby	2h	31-980
Jutrzyńska	3a	31-979
Klasztorna	3	31-979
Michała Hutnika	3	31-979
Wiklinowa	3	31-589
Zakarnie	3	31-979
Ziarkowa	3	31-979
Stare Wiślisko	30	31-979
Klasztorna	32	31-979
Klasztorna	33	31-979
Klasztorna	33a	31-979
Klasztorna	34	31-979
Zbyszka z Bogdańca	34	31-979
Klasztorna	35	31-979
Klasztorna	36	31-979
Stare Wiślisko	36	31-979
Zbyszka z Bogdańca	36	31-979
Klasztorna	37	31-979
Stare Wiślisko	37	31-979
Klasztorna	37a	31-979
Klasztorna	38	31-979
Klasztorna	39	31-979
Stare Wiślisko	39	31-979
Jutrzyńska	3	31-979
Jutrzyńska	4	31-979
Michała Hutnika	4	31-979
Stare Wiślisko	4	31-979
Syrachowska	4	31-979
Zakarnie	4	31-979
Zbyszka z Bogdańca	4	31-979
Ziarkowa	4	31-979
Klasztorna	40	31-979
Klasztorna	42	31-979
Stare Wiślisko	43	31-979
Klasztorna	44	31-979
Stare Wiślisko	45	31-979
Klasztorna	46	31-979
Stare Wiślisko	47	31-979
Klasztorna	48a	31-979
Stare Wiślisko	49a	31-979
Stare Wiślisko	49b	31-979
Stare Wiślisko	49c	31-979
Jutrzyńska	4a	31-979
Jutrzyńska	4b	31-979
Syrachowska	4b	31-979
Zakarnie	4m	31-979
Michała Hutnika	5	31-979
Zakarnie	5	31-979
Ziarkowa	5	31-979
Klasztorna	50	31-979
Stare Wiślisko	51a	31-979
Stare Wiślisko	51c	31-979
Stare Wiślisko	51d	31-979
Stare Wiślisko	51g	31-979
Klasztorna	52	31-979
Klasztorna	54	31-979
Klasztorna	56	31-979
Klasztorna	58	31-979
Zakarnie	5c	31-979
Jutrzyńska	6	31-979
Klasztorna	6	31-979
Michała Hutnika	6	31-979
Syrachowska	6	31-979
Zbyszka z Bogdańca	6	31-979
Klasztorna	60	31-979
Stare Wiślisko	61	31-979
Klasztorna	62	31-979
Klasztorna	62a	31-979
Stare Wiślisko	63	31-979
Klasztorna	64	31-979
Klasztorna	64b	31-979
Stare Wiślisko	65	31-979
Stare Wiślisko	65a	31-979
Stare Wiślisko	65b	31-979
Klasztorna	66a	31-979
Stare Wiślisko	67	31-979
Klasztorna	68	31-979
Stare Wiślisko	69	31-979
Klasztorna	7	31-979
Odmętowa	7	31-979
Zakarnie	7	31-979
Ziarkowa	7	31-979
Żaglowa	7	31-979
Klasztorna	70	31-979
Stare Wiślisko	71	31-979
Klasztorna	72	31-979
Klasztorna	8	31-979
Zbyszka z Bogdańca	8	31-979
Ziarkowa	8	31-979
Żaglowa	8	31-979
Zbyszka z Bogdańca	8a	31-979
Zbyszka z Bogdańca	8b	31-979
Klasztorna	9	31-979
Odmętowa	9	31-979
Ziarkowa	9	31-979
Klasztorna	9a	31-979
Klasztorna	9b	31-979
Klasztorna	9c	31-979
Klasztorna	9d	31-979
Tadeusza Ptaszyckiego	4	31-979
Stare Wiślisko	28	31-979
Klasztorna	27e	31-979
Syrachowska	14	31-979
Stare Wiślisko	36c	31-979
Stare Wiślisko	42	31-979
Stare Wiślisko	34d	31-979
Klasztorna	48	31-979
Stare Wiślisko	32d	31-979
Stare Wiślisko	34c	31-979
Klasztorna	70a	31-979
Wiklinowa	3	31-589
Klasztorna	27a	31-979
Wiklinowa	12B	31-589
Żaglowa	10	31-979
Żaglowa	23n	31-979
Klasztorna	31	31-979
Martenowska	1	31-983
Nadbrzezie	1	31-983
Kopaniec	10	31-979
Na Niwach	10	31-979
Nadbrzezie	10	31-983
Kopaniec	12	31-979
Powiatowa	12	31-979
Kopaniec	12a	31-979
Na Niwach	13	31-979
Nadbrzezie	13	31-983
Powiatowa	14	31-979
Na Niwach	15	31-979
Nadbrzezie	15	31-983
Powiatowa	16	31-979
Na Niwach	17	31-979
Nadbrzezie	17	31-983
Nadbrzezie	19	31-983
Nadbrzezie	1D	31-983
Nadbrzezie	1E	31-983
Nadbrzezie	1F	31-983
Kopaniec	2	31-979
Marcelego Nenckiego	2	31-983
Nadbrzezie	20	31-983
Powiatowa	20	31-979
Nadbrzezie	21	31-983
Bardosa	22	31-979
Powiatowa	22	31-979
Powiatowa	22a	31-979
Nadbrzezie	23	31-983
Bardosa	23b	31-979
Bardosa	24	31-979
Nadbrzezie	24	31-983
Powiatowa	24	31-979
Nadbrzezie	25	31-983
Bardosa	26	31-979
Nadbrzezie	26	31-983
Powiatowa	26	31-979
Nadbrzezie	27	31-983
Powiatowa	29	31-979
Jeżynowa	3	31-979
Kopaniec	3	31-979
Nadbrzezie	3	31-983
Powiatowa	3	31-979
Nadbrzezie	30	31-983
Nadbrzezie	31	31-983
Powiatowa	31	31-979
Nadbrzezie	32	31-983
Nadbrzezie	33	31-983
Powiatowa	33	31-979
Bardosa	34	31-979
Nadbrzezie	35	31-983
Powiatowa	35	31-979
Bardosa	36	31-979
Nadbrzezie	36	31-983
Nadbrzezie	37	31-983
Bardosa	38	31-979
Nadbrzezie	38	31-983
Nadbrzezie	39	31-983
Jeżynowa	3a	31-979
Kopaniec	4	31-979
Na Niwach	4	31-979
Nadbrzezie	40	31-983
Nadbrzezie	41	31-983
Bardosa	42	31-979
Nadbrzezie	42	31-983
Nadbrzezie	43	31-983
Nadbrzezie	45	31-983
Nadbrzezie	45A	31-983
Nadbrzezie	45B	31-983
Bardosa	46	31-979
Nadbrzezie	47	31-983
Bardosa	48a	31-979
Bardosa	48b	31-979
Nadbrzezie	49	31-983
Jeżynowa	5	31-979
Nadbrzezie	5	31-983
Powiatowa	5	31-979
Bardosa	50	31-979
Bardosa	52	31-979
Kopaniec	6	31-979
Na Niwach	6	31-979
Powiatowa	6	31-979
Bardosa	7	31-979
Jeżynowa	7	31-979
Kopaniec	7	31-979
Nadbrzezie	7	31-983
Kopaniec	7a	31-979
Kopaniec	8	31-979
Na Niwach	8	31-979
Powiatowa	8	31-979
Kopaniec	9	31-979
Nadbrzezie	9	31-983
Stanisława Samostrzelnika	1f	31-979
Jeżynowa	9	31-979
Bardosa	23	31-979
Krakowskie Przedmieście	140	32-087
Henryka i Karola Czeczów	14	30-798
Henryka i Karola Czeczów	16	30-798
Dożynkowa	26	31-234
Koralowa	4	31-235
Dożynkowa	20	31-234
Dożynkowa	12	31-234
Dożynkowa	2	31-234
Dożynkowa	28	31-234
Dożynkowa	24	31-234
Koralowa	6	31-235
Koralowa	8	31-235
Koralowa	10	31-235
Dożynkowa	6A	31-234
Dożynkowa	10	31-234
Dożynkowa	6	31-234
Dożynkowa	30	31-234
Dożynkowa	8A	31-234
Dożynkowa	8D	31-234
Dożynkowa	8C	31-234
Dożynkowa	8B	31-234
Dożynkowa	8F	31-234
Dożynkowa	8E	31-234
Dożynkowa	8	31-234
Dożynkowa	8G	31-234
Dożynkowa	36	31-234
Dożynkowa	42	31-234
Dożynkowa	34	31-234
Dożynkowa	32	31-234
Dożynkowa	44	31-234
Dożynkowa	48	31-234
Koralowa	5	31-235
Dożynkowa	40	31-234
Drożnicka	2	31-234
Koralowa	7	31-235
Dożynkowa	46	31-234
Dożynkowa	52	31-234
Aleja generała Władysława Andersa	8	31-930
Głogowa	36A	31-235
Dożynkowa	11a	31-234
Dożynkowa	13	31-234
Głogowa	34B	31-235
Dożynkowa	11	31-234
Głogowa	34	31-235
Dożynkowa	3	31-234
Głogowa	28a	31-235
Dożynkowa	5	31-234
Głogowa	34A	31-235
Dożynkowa	21	31-234
Dożynkowa	9	31-234
Dożynkowa	23	31-234
Turowiec	8	31-235
Głogowa	30	31-235
Głogowa	28	31-235
Dożynkowa	19	31-234
Dożynkowa	3b	31-234
Dożynkowa	25	31-234
Głogowa	32	31-235
Głogowa	28b	31-235
Dożynkowa	7	31-234
Dożynkowa	35c	31-234
Dożynkowa	33	31-234
Dożynkowa	35b	31-234
Dożynkowa	31	31-234
Dożynkowa	27	31-234
Dożynkowa	35a	31-234
Orlich Gniazd	24	32-087
Świętego Floriana	19	32-087
Dożynkowa	74	31-234
Dożynkowa	70	31-234
Dożynkowa	64	31-234
Dożynkowa	78	31-234
Dożynkowa	72	31-234
Dożynkowa	76	31-234
Dożynkowa	66	31-234
Dożynkowa	62	31-234
Dożynkowa	60	31-234
Dożynkowa	104	31-234
Dożynkowa	92	31-234
Dożynkowa	86	31-234
Dożynkowa	88	31-234
Dożynkowa	82	31-234
Dożynkowa	106	31-234
Dożynkowa	57	31-234
Dożynkowa	88a	31-234
Dożynkowa	39	31-234
Dożynkowa	47	31-234
Dożynkowa	51	31-234
Dożynkowa	37A	31-234
Dożynkowa	49	31-234
Dożynkowa	47a	31-234
Dożynkowa	37	31-234
Dożynkowa	41	31-234
Dożynkowa	37B	31-234
Dożynkowa	45	31-234
Dożynkowa	55	31-234
Dożynkowa	43	31-234
Dożynkowa	53	31-234
Feliksa Wrobela	17	30-798
Nowa Górka	30	31-235
Nowa Górka	32	31-235
Nowa Górka	34	31-235
Suche Łąki	23	31-235
Suche Łąki	21	31-235
Nowa Górka	26	31-235
Suche Łąki	19	31-235
Nowa Górka	28	31-235
Suche Łąki	12	31-235
Suche Łąki	16	31-235
Suche Łąki	4	31-235
Suche Łąki	22	31-235
Suche Łąki	6	31-235
Suche Łąki	2	31-235
Suche Łąki	10	31-235
Suche Łąki	20	31-235
Suche Łąki	18	31-235
Suche Łąki	8	31-235
Suche Łąki	14	31-235
Nowa Górka	36	31-235
Suche Łąki	24	31-235
Nowa Górka	5	31-235
Nowa Górka	1	31-235
Nowa Górka	3	31-235
Nowa Górka	21	31-235
Suche Łąki	7	31-235
Suche Łąki	5	31-235
Suche Łąki	3	31-235
Suche Łąki	9	31-235
Nowa Górka	9	31-235
Koło Białuchy	25	31-235
Koło Białuchy	7	31-235
Koło Białuchy	15	31-235
Koło Białuchy	17	31-235
Koło Białuchy	11	31-235
Koło Białuchy	23	31-235
Nowa Górka	24	31-235
Koło Białuchy	2	31-235
Koło Białuchy	8	31-235
Koło Białuchy	14	31-235
Nowa Górka	10	31-235
Nowa Górka	16	31-235
Koło Białuchy	6	31-235
Nowa Górka	8	31-235
Koło Białuchy	20	31-235
Nowa Górka	18	31-235
Nowa Górka	22	31-235
Nowa Górka	12	31-235
Nowa Górka	14	31-235
Koło Białuchy	24	31-235
Koło Białuchy	10	31-235
Nowa Górka	20	31-235
Koło Białuchy	4	31-235
Koło Białuchy	18	31-235
Koło Białuchy	12	31-235
Nowa Górka	11	31-235
Koło Białuchy	16	31-235
Nowa Górka	7	31-235
Koło Białuchy	22	31-235
Koło Białuchy	21	31-235
Nowa Górka	17	31-235
Nowa Górka	15	31-235
Nowa Górka	23	31-235
Suche Łąki	13	31-235
Suche Łąki	17	31-235
Suche Łąki	11	31-235
Suche Łąki	15	31-235
Koło Białuchy	19	31-235
Nowa Górka	13	31-235
Nowa Górka	19	31-235
Koło Białuchy	13	31-235
Koło Białuchy	5	31-235
Koło Białuchy	9	31-235
Christo Botewa	2G	30-798
Belwederczyków	8	31-236
Malachitowa	10	30-798
Płaszowska	51E	30-713
Henryka i Karola Czeczów	22	30-798
Złocieniowa	31e	30-798
Złocieniowa	31f	30-798
Złocieniowa	31c	30-798
Złocieniowa	31a	30-798
Złocieniowa	31d	30-798
Złocieniowa	31	30-798
Złocieniowa	31b	30-798
Złocieniowa	31g	30-798
Złocieniowa	29	30-798
Nefrytowa	9	30-798
Nefrytowa	7	30-798
Nefrytowa	3	30-798
Nefrytowa	5	30-798
Nefrytowa	11	30-798
Nefrytowa	15	30-798
Nefrytowa	19	30-798
Nefrytowa	25	30-798
Nefrytowa	17	30-798
Nefrytowa	21	30-798
Nad Drwiną	20	30-741
Nad Drwiną	16	30-741
Mariana Domagały	15A	30-741
Mariana Domagały	23	30-741
Mariana Domagały	1B	30-741
Mariana Domagały	5	30-741
Mariana Domagały	9	30-741
Mariana Domagały	61	30-741
Mariana Domagały	63	30-741
Mariana Domagały	65	30-741
Juliusza Lea	114	30-133
Jadwigi z Łobzowa	1a	30-124
Lucjana Rydla	3	30-122
Stańczyka	4	30-126
Lucjana Rydla	5	30-122
Włościańska	4	30-138
Juliusza Lea	112	30-133
Bronowicka	10a	30-084
Cicha	2	30-129
Zarzecze	9a	30-134
Zarzecze	7	30-134
Zarzecze	11	30-134
Zarzecze	14	30-134
Wesele	28	30-127
Wesele	45	30-127
Świętego Wojciecha	1	30-127
Świętego Wojciecha	4	30-127
Wesele	34	30-127
Juliusza Lea	120	30-133
Cicha	6	30-129
Jerzego Samuela Bandtkiego	20	30-129
Michała Drzymały	15a	30-136
Jerzego Samuela Bandtkiego	24	30-129
Cicha	7a	30-129
Jerzego Samuela Bandtkiego	26	30-129
Zarzecze	42b	30-134
Cicha	7	30-129
Zarzecze	17	30-134
Jerzego Samuela Bandtkiego	22	30-129
Juliusza Lea	120a	30-133
Stanisława Kunickiego	4	30-134
Wesele	37	30-127
Juliusza Lea	147	30-133
Stanisława Kunickiego	8	30-134
Stanisława Kunickiego	6	30-134
Wesele	39	30-127
Juliusza Lea	122	30-133
Wesele	35	30-127
Cicha	4	30-129
Armii Krajowej	12	30-150
Juliusza Lea	206	30-133
Zarzecze	42c	30-134
Stanisława Przybyszewskiego	2c	30-128
Juliusza Lea	204	30-133
Wesele	31	30-127
Wesele	33	30-127
Cicha	8	30-129
Juliusza Lea	202	30-133
Stanisława Kunickiego	10	30-134
Cicha	9	30-129
Wesele	29	30-127
Lucjana Rydla	45a	30-087
Wjazdowa	6	30-094
Wjazdowa	6a	30-094
Bronowicka	75c	30-091
Bronowicka	83c	30-091
Lucjana Rydla	45B	30-087
Górna	3b	30-094
Bolesława Wallek-Walewskiego	17	30-094
Złoty Róg	19a	30-095
Wjazdowa	8	30-094
Złoty Róg	27	30-095
Bolesława Wallek-Walewskiego	14	30-094
Bolesława Wallek-Walewskiego	25	30-094
Bolesława Wallek-Walewskiego	11	30-094
Górna	12	30-094
Górna	5b	30-094
Wjazdowa	2	30-094
Górna	6	30-094
Górna	5a	30-094
Bolesława Wallek-Walewskiego	17a	30-094
Górna	5c	30-094
Henryka Rodakowskiego	12	30-094
Bolesława Wallek-Walewskiego	15	30-094
Henryka Rodakowskiego	11	30-094
Bolesława Wallek-Walewskiego	3	30-094
Henryka Rodakowskiego	13	30-094
Górna	4	30-094
Henryka Rodakowskiego	15	30-094
Bolesława Wallek-Walewskiego	23a	30-094
Bolesława Wallek-Walewskiego	1	30-094
Bolesława Wallek-Walewskiego	21	30-094
Bolesława Wallek-Walewskiego	5	30-094
Bolesława Wallek-Walewskiego	17b	30-094
Wjazdowa	4	30-094
Bolesława Wallek-Walewskiego	23	30-094
Górna	8	30-094
Bolesława Wallek-Walewskiego	19	30-094
Bolesława Wallek-Walewskiego	9	30-094
Henryka Rodakowskiego	1	30-094
Górna	3a	30-094
Henryka Rodakowskiego	6a	30-094
Górna	5	30-094
Wjazdowa	10	30-094
Bolesława Wallek-Walewskiego	11a	30-094
Bolesława Wallek-Walewskiego	13	30-094
Bolesława Wallek-Walewskiego	27	30-094
Stadionowa	1a	31-751
Stanisława Pyjasa	16	30-142
Bakałarzy	2	30-142
Mydlnicka	73	30-143
Armii Krajowej	11	30-150
Konwisarzy	3	30-142
Na Błonie	33b	30-147
Spiżowa	17	30-142
Konwisarzy	13	30-142
Armii Krajowej	19	30-150
Spiżowa	12	30-142
Spiżowa	6	30-142
Armii Krajowej	21	30-150
Spiżowa	16	30-142
Hamernia	46	30-145
Na Błonie	39	30-147
Hamernia	13b	30-145
Hamernia	14b	30-145
Spiżowa	14	30-142
Odlewnicza	72	30-142
Zarudawie	5E	30-144
Spiżowa	15	30-142
Spiżowa	4	30-142
Hamernia	2f	30-145
Aleksandra Prystora	1	30-147
Hamernia	33	30-145
Spiżowa	10	30-142
Kuźnicza	11	30-144
Hamernia	33a	30-145
Konwisarzy	11	30-142
Kuźnicza	10	30-144
Kuźnicza	5	30-144
Spiżowa	13	30-142
Hamernia	11b	30-145
Spiżowa	18	30-142
Odlewnicza	69	30-142
Kuźnicza	8	30-144
Piastowska	26	30-059
Konwisarzy	4	30-142
Na Błonie	51	30-147
Odlewnicza	71	30-142
Na Błonie	25c	30-147
Hamernia	4a	30-145
Na Błonie	45	30-147
Wiedeńska	106	30-147
Konwisarzy	2	30-142
Hamernia	8	30-145
Przesmyk	5	30-144
Hamernia	4	30-145
Hamernia	11	30-145
Spiżowa	20	30-142
Hamernia	5	30-145
Na Błonie	27	30-147
Na Błonie	29	30-147
Hamernia	14a	30-145
Hamernia	13	30-145
Konwisarzy	15	30-142
Kuźnicza	9	30-144
Spiżowa	8	30-142
Na Błonie	27a	30-147
Hamernia	37	30-145
Hamernia	7	30-145
Odlewnicza	73	30-142
Piastowska	22	30-065
Na Błonie	23	30-147
Hamernia	6	30-145
Hamernia	1	30-145
Balicka	102	30-149
Balicka	126	30-149
Balicka	126a	30-149
Balicka	126b	30-149
Balicka	126c	30-149
Balicka	126d	30-149
Balicka	126e	30-149
Balicka	126f	30-149
Balicka	126g	30-149
Balicka	128	30-149
Balicka	128a	30-149
Balicka	128b	30-149
Balicka	128c	30-149
Balicka	128d	30-149
Balicka	128e	30-149
Balicka	128f	30-149
Balicka	130	30-149
Balicka	130a	30-149
Balicka	130b	30-149
Balicka	130c	30-149
Balicka	130d	30-149
Balicka	130e	30-149
Balicka	130f	30-149
Balicka	132	30-149
Balicka	132a	30-149
Balicka	132b	30-149
Balicka	132c	30-149
Balicka	132d	30-149
Balicka	132e	30-149
Balicka	132f	30-149
Balicka	134	30-149
Balicka	134a	30-149
Balicka	134b	30-149
Balicka	134c	30-149
Balicka	134d	30-149
Balicka	134e	30-149
Balicka	134f	30-149
Balicka	134g	30-149
Balicka	134h	30-149
Balicka	136	30-149
Balicka	136a	30-149
Balicka	136b	30-149
Balicka	136c	30-149
Balicka	136d	30-149
Balicka	136e	30-149
Balicka	138	30-149
Balicka	138a	30-149
Balicka	138b	30-149
Balicka	138c	30-149
Balicka	138d	30-149
Balicka	138e	30-149
Balicka	140	30-149
Balicka	140a	30-149
Balicka	140b	30-149
Balicka	140c	30-149
Balicka	140d	30-149
Balicka	140e	30-149
Balicka	142	30-149
Balicka	142a	30-149
Balicka	142b	30-149
Balicka	142c	30-149
Balicka	142d	30-149
Balicka	142e	30-149
Balicka	142f	30-149
Balicka	144a	30-149
Balicka	144b	30-149
Balicka	144c	30-149
Balicka	144d	30-149
Balicka	144e	30-149
Balicka	144f	30-149
Balicka	56	30-149
Nad Zalewem	15	30-235
Na Błonie	46	30-147
Balicka	198	30-198
Balicka	241	30-198
Balicka	212	30-198
Balicka	85	30-149
Balicka	75	30-149
Balicka	256	30-198
Przy Młynówce	3	30-148
Przy Młynówce	1	30-148
Balicka	250	30-198
Balicka	73	30-149
Balicka	89b	30-149
Na Błonie	50	30-147
Balicka	160	30-198
Balicka	79	30-149
Balicka	253a	30-198
Balicka	164	30-198
Balicka	178	30-198
Balicka	246	30-198
Balicka	95	30-149
Balicka	239c	30-198
Balicka	150	30-198
Balicka	237	30-198
Balicka	244a	30-198
Balicka	253	30-198
Na Błonie	50b	30-147
Balicka	83	30-149
Balicka	125d	30-149
Balicka	258	30-198
Balicka	230	30-198
Balicka	240	30-198
Balicka	84	30-149
Balicka	152	30-198
Balicka	82	30-149
Balicka	244	30-198
Balicka	236a	30-198
Balicka	52a	30-149
Balicka	96	30-149
Balicka	233	30-198
Balicka	222	30-198
Balicka	242	30-198
Balicka	81	30-149
Balicka	214	30-198
Balicka	229a	30-198
Balicka	79b	30-149
Balicka	93	30-149
Balicka	252	30-198
Balicka	42	30-149
Balicka	89a	30-149
Balicka	91a	30-149
Na Błonie	56a	30-147
Balicka	69	30-149
Balicka	172	30-198
Balicka	204	30-198
Balicka	194b	30-198
Balicka	54	30-149
Balicka	168	30-198
Balicka	202	30-198
Balicka	99	30-149
Balicka	44	30-149
Balicka	180	30-198
Balicka	71	30-149
Balicka	253b	30-198
Balicka	164b	30-198
Balicka	97	30-149
Balicka	117	30-149
Balicka	238	30-198
Balicka	89	30-149
Balicka	210	30-198
Balicka	156	30-198
Balicka	79a	30-149
Balicka	220	30-198
Balicka	206	30-198
Balicka	239	30-198
Balicka	246b	30-198
Balicka	182	30-198
Zygmunta Starego	64	30-198
Balicka	230a	30-198
Balicka	162	30-198
Na Błonie	42	30-147
Balicka	98	30-149
Balicka	154	30-198
Balicka	164a	30-198
Balicka	127	30-149
Na Błonie	44a	30-147
Balicka	100	30-149
Balicka	176	30-198
Balicka	226	30-198
Balicka	52	30-149
Balicka	103	30-149
Na Błonie	44	30-147
Balicka	103a	30-149
Balicka	208	30-198
Balicka	228	30-198
Balicka	196	30-198
Balicka	232	30-198
Balicka	236	30-198
Balicka	194	30-198
Balicka	232a	30-198
Balicka	170	30-198
Balicka	224b	30-198
Balicka	216	30-198
Balicka	200	30-198
Balicka	192	30-198
Balicka	67	30-149
Balicka	218	30-198
Balicka	77	30-149
Balicka	229	30-198
Balicka	125a	30-149
Balicka	230b	30-198
Balicka	234	30-198
Balicka	125b	30-149
Balicka	224c	30-198
Balicka	125	30-149
Balicka	94	30-149
Balicka	224	30-198
Na Błonie	52a	30-147
